# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (SPLICE_SITE_REGION)	Total score (SPLICE_SITE_REGION)	Length (SPLICE_SITE_REGION)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (DOWNSTREAM)	Count (EXON)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (SPLICE_SITE_REGION)	Count (START_GAINED)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
ABHD16A.3	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16412	0	0	13931	0	0	38	0	0	40	0	0	0	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.4	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16412	0	0	13931	0	0	38	0	0	40	0	0	0	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.5	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16424	0	0	13943	0	0	38	0	0	40	0	0	0	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.6	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16413	0	0	13932	0	0	38	0	0	40	0	0	0	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.7	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16420	0	0	13939	0	0	38	0	0	40	0	0	0	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16B	ABHD16B	mRNA	9	0	5000	0	0	1776	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000	0	0	38	2	0	328	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2
ABHD17A	ABHD17A	mRNA	6	0	5000	0	0	1716	12	0	8544	12	0	6828	0	0	10	0	0	10	0	0	0	11	0	5000	0	0	224	0	0	406	6	0	12	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ABHD17B	ABHD17B	mRNA	14	0	7700	0	0	3260	61	0	48781	61	0	45521	0	0	8	0	0	8	0	0	0	9	0	5000	2	0	1764	0	0	602	14	0	61	0	0	0	0	0	0	0	0	0	0	0	9	2	0
ABHD17C	ABHD17C	mRNA	9	0	5000	0	0	2360	191	0	60311	189	0	57951	0	0	4	0	0	4	0	0	0	14	0	5000	2	0	1251	0	0	119	9	0	189	0	0	0	0	0	0	0	0	0	0	0	14	2	0
ABHD2	ABHD2	mRNA	17	0	5000	2	0	9133	293	0	114211	275	0	105078	0	0	28	0	0	28	1	0	0	7	0	5000	16	0	6937	0	0	918	17	0	275	0	0	0	0	1	0	0	0	0	2	0	7	16	0
ABHD3	ABHD3	mRNA	6	0	5000	2	0	2064	87	0	53909	85	0	51845	0	0	16	0	0	16	0	0	0	10	0	5000	0	0	694	0	0	140	6	0	85	1	0	0	0	0	0	0	0	0	1	0	10	0	0
ABHD4	ABHD4	mRNA	17	0	5000	1	0	2509	53	0	14119	48	0	11610	0	0	12	0	0	12	0	0	0	10	0	5000	4	0	1411	0	0	69	17	0	48	0	0	0	0	0	0	0	0	0	1	0	10	4	0
ABHD5	ABHD5	mRNA	13	0	5000	0	0	5353	55	0	31843	44	0	26490	0	0	12	0	0	12	1	0	0	10	0	5000	11	0	4193	0	0	110	13	0	44	0	0	0	0	1	0	0	0	0	0	0	10	11	0
ABHD6	ABHD6	mRNA	29	0	5000	0	0	2393	173	0	57203	165	0	54810	0	0	16	0	0	16	0	0	0	19	0	5000	8	0	969	0	0	410	29	0	165	0	0	0	0	0	0	0	0	0	0	0	19	8	0
ABHD8	ABHD8	mRNA	17	0	5000	0	0	2090	21	0	11343	21	0	9253	0	0	8	0	0	8	0	0	0	18	0	5000	0	0	530	0	0	240	17	0	21	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ABI1	ABI1	mRNA	16	0	5000	1	0	3776	379	0	114492	375	0	110716	0	0	26	0	0	24	0	0	0	15	0	5000	3	0	1974	0	0	224	16	0	375	0	0	0	0	0	0	0	0	0	1	0	15	3	0
ABI2	ABI2	mRNA	6	0	5000	0	0	6927	128	0	103935	126	0	97008	0	0	28	0	0	24	0	0	0	10	0	10000	2	0	4821	0	0	641	6	0	126	0	0	0	0	0	0	0	0	0	0	0	10	2	0
ABI3	ABI3	mRNA	4	0	5000	2	0	2109	27	0	12999	25	0	10890	0	0	14	0	0	16	0	0	0	17	0	5000	0	0	510	0	0	498	4	0	25	1	0	0	0	0	0	0	0	0	1	0	17	0	0
ABI3BP	ABI3BP	mRNA	6	0	5000	4	0	4473	507	0	244156	500	0	239683	0	0	68	0	0	68	0	0	0	20	0	5000	3	0	1160	0	0	85	6	0	500	1	0	0	0	0	0	1	0	0	2	0	20	3	0
ABL1	ABL1	mRNA	13	0	5000	4	0	5963	367	0	173795	357	0	167832	0	0	20	0	0	22	0	0	0	14	0	10000	6	0	1992	0	0	442	13	0	357	0	0	0	0	0	0	0	0	0	4	0	14	6	0
ABL2	ABL2	mRNA	13	0	10000	2	0	12649	220	0	130358	205	0	117709	0	0	26	0	0	26	0	0	0	21	0	10000	14	0	8615	0	0	332	13	0	205	1	0	0	0	0	0	0	0	0	1	0	21	14	0
ABLIM1	ABLIM1	mRNA	21	0	5000	3	0	8303	700	0	253546	676	0	245243	0	0	44	0	0	48	0	0	0	30	0	15000	21	0	5150	0	0	722	21	0	676	0	0	0	0	0	0	0	0	0	3	0	30	21	0
ABLIM2	ABLIM2	mRNA	36	0	10000	1	0	5080	744	0	193523	736	0	188443	0	0	44	0	0	44	2	0	0	15	0	10000	10	0	2701	0	0	445	36	0	736	0	0	0	0	2	0	0	0	0	1	0	15	10	0
ABLIM3	ABLIM3	mRNA	13	0	5000	1	0	4335	324	0	118946	314	0	114611	0	0	46	0	0	46	2	0	0	11	0	5000	9	0	2032	0	0	251	13	0	314	0	0	0	0	2	0	0	0	0	1	0	11	9	0
ABO	ABO	mRNA	36	0	5000	10	0	1579	127	0	20068	117	0	18489	0	0	12	0	0	12	0	0	0	23	0	5000	0	0	490	0	0	25	36	0	117	7	0	0	0	0	0	0	0	0	3	0	23	0	0
ABR	ABR	mRNA	14	0	5000	2	0	6656	610	0	183859	598	0	177203	0	0	44	0	0	52	3	0	0	84	0	25000	9	0	2562	1	0	1266	14	0	598	0	0	0	0	3	0	0	0	0	2	0	84	9	1
ABRA	ABRA	mRNA	4	0	5000	3	0	2754	23	0	10762	18	0	8008	0	0	2	0	0	2	0	0	0	7	0	5000	2	0	1554	0	0	54	4	0	18	0	0	0	0	0	0	0	0	0	3	0	7	2	0
ABRACL	ABRACL	mRNA	18	0	5000	0	0	845	43	0	14621	40	0	13776	0	0	4	0	0	4	0	0	0	15	0	5000	2	0	399	1	0	200	18	0	40	0	0	0	0	0	0	0	0	0	0	0	15	2	1
ABT1	ABT1	mRNA	8	0	5000	2	0	2263	11	0	3107	5	0	844	0	0	4	0	0	4	0	0	0	11	0	5000	4	0	1404	0	0	40	8	0	5	0	0	0	0	0	0	0	0	0	2	0	11	4	0
ABTB1	ABTB1	mRNA	12	0	5000	0	0	2022	2	0	7989	10	0	5967	0	0	24	0	0	24	0	0	0	7	0	5000	0	0	451	0	0	525	12	0	10	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ABTB2	ABTB2	mRNA	15	0	5000	2	0	4903	637	0	207022	631	0	202119	0	0	32	0	0	32	0	0	0	16	0	5000	4	0	1400	0	0	425	15	0	631	1	0	0	0	0	0	0	0	0	1	0	16	4	0
AC093375.1	AC093375.1	Non-coding_transcript	12	0	5000	5	0	1796	515	0	234386	512	0	232590	0	0	8	0	0	8	1	0	0	0	0	5000	0	0	0	0	0	0	12	5	512	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACAA1	ACAA1	mRNA	3	0	5000	3	0	1987	14	0	14533	11	0	12546	0	0	22	0	0	22	0	0	0	4	0	5000	1	0	337	0	0	207	3	3	11	2	0	0	0	0	0	0	0	0	0	0	4	1	0
ACAA2	ACAA2	mRNA	16	0	5000	1	0	1934	53	0	30378	50	0	28444	0	0	18	0	0	18	0	0	0	6	0	5000	2	0	343	0	0	397	16	0	50	1	0	0	0	0	0	0	0	0	0	0	6	2	0
ACACA	ACACA	mRNA	18	0	5000	4	0	11380	526	0	324976	518	0	313596	0	0	120	0	0	124	1	0	0	30	0	15000	3	0	2324	3	0	2022	18	0	518	0	0	0	0	1	1	0	0	0	4	0	30	3	3
ACACB	ACACB	mRNA	5	0	5000	12	0	9249	338	0	128829	324	0	119580	0	0	102	0	0	102	3	0	0	6	0	5000	2	0	1863	0	0	9	5	0	324	6	0	0	0	3	0	0	0	0	6	0	6	2	0
ACAD10	ACAD10	mRNA	6	0	5000	0	0	4107	77	0	71055	77	0	66948	0	0	42	0	0	42	0	0	0	5	0	5000	0	0	634	0	0	200	6	0	77	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ACAD11	ACAD11	mRNA	5	0	5000	0	0	3556	0	0	101994	1	0	98438	0	0	38	0	0	38	0	0	0	6	0	5000	0	0	833	0	0	380	5	0	1	3	0	0	0	0	0	0	0	0	0	0	6	0	0
ACAD8	ACAD8	mRNA	24	0	5000	0	0	2201	54	0	12313	49	0	10112	0	0	20	0	0	20	2	0	0	8	0	5000	5	0	892	0	0	61	24	0	49	0	0	0	0	2	0	0	0	0	0	0	8	5	0
ACAD9	ACAD9	Non-coding_transcript	10	0	5000	6	0	2751	89	0	33625	83	0	30874	0	0	34	0	0	36	1	0	0	8	0	5000	2	0	507	0	0	202	10	6	83	1	0	0	0	1	0	0	0	0	3	0	8	2	0
ACADL	ACADL	mRNA	5	0	5000	1	0	2490	32	0	37500	31	0	35010	0	0	20	0	0	20	0	0	0	6	0	5000	0	0	969	0	0	228	5	0	31	1	0	0	0	0	0	0	0	0	0	0	6	0	0
ACADM	ACADM	mRNA	14	0	5000	2	0	2733	105	0	39332	102	0	36599	0	0	26	0	0	24	0	0	0	6	0	5000	2	0	915	0	0	738	14	0	102	0	0	0	0	0	0	0	0	0	2	0	6	2	0
ACADS	ACADS	mRNA	15	0	5000	3	0	1917	29	0	14241	23	0	12324	0	0	18	0	0	18	1	0	0	12	0	5000	3	0	560	0	0	118	15	0	23	1	0	0	0	1	0	0	0	0	2	0	12	3	0
ACADSB	ACADSB	mRNA	17	0	5000	2	0	5941	127	0	49378	112	0	43437	0	0	20	0	0	20	0	0	0	14	0	5000	13	0	4525	0	0	117	17	0	112	0	0	0	0	0	0	0	0	0	2	0	14	13	0
ACADVL	ACADVL	mRNA	6	0	5000	4	0	2519	7	0	8143	5	0	5624	0	0	40	0	0	42	0	0	0	5	0	7706	1	0	170	0	0	478	6	0	5	2	0	0	0	0	0	0	0	0	2	0	5	1	0
ACAN	ACAN	mRNA	7	0	5000	27	0	8840	317	0	71912	291	0	63072	0	0	34	0	0	34	0	0	0	13	0	5000	0	0	873	0	0	374	7	0	291	13	0	0	0	0	0	0	0	0	14	0	13	0	0
ACAP1	ACAP1	mRNA	7	0	5000	2	0	2508	24	0	14946	21	0	12438	0	0	42	0	0	42	0	0	0	7	0	5000	0	0	79	1	0	206	7	0	21	1	0	0	0	0	0	0	0	0	1	0	7	0	1
ACAP2	ACAP2	mRNA	9	0	5000	1	0	7170	379	0	168353	370	0	161183	0	0	44	0	0	44	0	0	0	9	0	5000	8	0	4592	0	0	241	9	0	370	0	0	0	0	0	0	0	0	0	1	0	9	8	0
ACAP3	ACAP3	mRNA	4	0	5000	0	0	3759	20	0	15506	20	0	11747	0	0	46	0	0	46	0	0	0	5	0	5000	0	0	1180	0	0	74	4	0	20	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ACAT1	ACAT1	mRNA	7	0	5000	1	0	2134	68	0	26634	66	0	24500	0	0	22	0	0	22	0	0	0	11	0	5000	1	0	774	0	0	76	7	0	66	0	0	0	0	0	0	0	0	0	1	0	11	1	0
ACAT2	ACAT2	mRNA	1	0	5000	3	0	1551	37	0	17099	33	0	15548	0	0	16	0	0	16	1	0	0	11	0	5000	1	0	226	0	0	131	1	0	33	1	0	0	0	1	0	0	0	0	2	0	11	1	0
ACBD3	ACBD3	mRNA	19	0	5000	1	0	3565	97	0	42044	95	0	38479	0	0	14	0	0	14	0	0	0	10	0	5000	1	0	1931	0	0	47	19	0	95	1	0	0	0	0	0	0	0	0	0	0	10	1	0
ACBD4	ACBD4	mRNA	6	0	6217	1	0	2756	9	0	11577	11	0	8821	0	0	28	0	0	22	1	0	0	10	0	8047	0	0	954	1	0	818	6	0	11	1	0	0	0	1	0	0	0	0	0	0	10	0	1
ACBD5	ACBD5	Non-coding_transcript	21	0	5000	8	0	4255	295	0	46926	289	0	42671	0	0	26	0	0	26	1	0	0	30	0	6260	2	0	2216	1	0	557	21	8	289	1	0	0	0	1	0	0	0	0	4	0	30	2	1
ACBD6	ACBD6	mRNA	8	0	5000	0	0	1616	457	0	214671	455	0	213055	0	0	14	0	0	14	0	0	0	13	0	5000	0	0	146	2	0	621	8	0	455	0	0	0	0	0	0	0	0	0	0	0	13	0	2
ACBD7	ACBD7	mRNA	10	0	5000	0	0	3370	47	0	13302	47	0	9932	0	0	6	0	0	6	0	0	0	12	0	5000	14	0	3055	0	0	48	10	0	47	0	0	0	0	0	0	0	0	0	0	0	12	14	0
ACCS	ACCS	mRNA	18	0	5000	3	0	2256	68	0	17841	64	0	15585	0	0	28	0	0	30	1	0	0	22	0	5083	1	0	227	2	0	523	18	0	64	2	0	0	0	1	1	0	0	0	1	0	22	1	2
ACCSL	ACCSL	mRNA	17	0	5000	2	0	1820	27	0	11997	25	0	10177	0	0	26	0	0	26	0	0	0	5	0	5000	0	0	57	0	0	56	17	0	25	2	0	0	0	0	0	0	0	0	0	0	5	0	0
ACD	ACD	mRNA	5	0	5000	1	0	2066	0	0	3304	2	0	1238	0	0	26	0	0	22	1	0	0	6	0	5000	1	0	94	0	0	337	5	0	2	1	0	0	0	1	0	0	0	0	0	0	6	1	0
ACE	ACE	mRNA	18	0	5000	7	0	5219	45	0	21320	39	0	16101	0	0	48	0	0	50	0	0	0	13	0	10000	1	0	1014	0	0	85	18	0	39	0	0	0	0	0	0	0	0	0	7	0	13	1	0
ACE2	ACE2	mRNA	3	0	5000	0	0	3507	50	0	41037	50	0	37530	0	0	36	0	0	36	2	0	0	1	0	5000	0	0	872	0	0	217	3	0	50	0	0	0	0	2	0	0	0	0	0	0	1	0	0
ACER1	ACER1	mRNA	20	0	5000	2	0	1088	87	0	27131	85	0	26043	0	0	10	0	0	10	0	0	0	8	0	5000	0	0	215	0	0	78	20	0	85	0	0	0	0	0	0	0	0	0	2	0	8	0	0
ACER2	ACER2	mRNA	13	0	5000	1	0	2852	122	0	43576	112	0	40724	0	0	10	0	0	10	0	0	0	14	0	5000	9	0	1866	0	0	158	13	0	112	0	0	0	0	0	0	0	0	0	1	0	14	9	0
ACER3	ACER3	mRNA	16	0	5000	3	0	4387	455	0	162934	436	0	158547	0	0	20	0	0	20	0	0	0	22	0	5000	16	0	3479	0	0	104	16	0	436	1	0	0	0	0	0	0	0	0	2	0	22	16	0
ACHE	ACHE	mRNA	0	0	5000	4	0	3008	1	0	5978	3	0	2970	0	0	12	0	0	8	0	0	0	10	0	5051	0	0	964	0	0	190	0	0	3	2	0	0	0	0	0	0	0	0	2	0	10	0	0
ACIN1	ACIN1	mRNA	6	0	5000	7	0	5143	89	0	37050	80	0	31907	0	0	42	0	0	40	0	0	0	26	0	10000	0	0	583	2	0	511	6	0	80	6	0	0	0	0	0	0	0	0	1	0	26	0	2
ACKR1	ACKR1	mRNA	5	0	5000	3	0	2210	8	0	2488	3	0	278	0	0	2	0	0	2	0	0	0	21	0	6246	0	0	50	5	0	1122	5	0	3	3	0	0	0	0	2	0	0	0	0	0	21	0	5
ACKR2	ACKR2	mRNA	0	0	5000	3	0	2960	133	0	57812	128	0	54852	0	0	4	0	0	4	0	0	0	0	0	5000	3	0	1626	0	0	179	0	0	128	1	0	0	0	0	0	0	0	0	2	0	0	3	0
ACKR3	ACKR3	mRNA	14	0	5000	2	0	2100	31	0	12615	29	0	10515	0	0	2	0	0	2	0	0	0	18	0	5000	0	0	797	0	0	214	14	0	29	0	0	0	0	0	0	0	0	0	2	0	18	0	0
ACKR4	ACKR4	mRNA	2	0	5000	1	0	2592	0	0	5405	0	0	2813	0	0	2	0	0	2	0	0	0	11	0	7900	0	0	1191	0	0	348	2	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0
ACLY	ACLY	mRNA	15	0	5000	1	0	4353	93	0	52094	91	0	47741	0	0	56	0	0	56	0	0	0	6	0	5000	1	0	884	0	0	163	15	0	91	0	0	0	0	0	0	0	0	0	1	0	6	1	0
ACMSD	ACMSD	mRNA	13	0	5000	0	0	1250	126	0	63417	126	0	62167	0	0	18	0	0	18	0	0	0	13	0	5000	0	0	172	0	0	67	13	0	126	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ACN9	ACN9	mRNA	10	0	5000	0	0	2057	135	0	65171	131	0	63114	0	0	2	0	0	2	0	0	0	9	0	5000	2	0	548	2	0	1131	10	0	131	0	0	0	0	0	0	0	0	0	0	0	9	2	2
ACO1	ACO1	mRNA	3	0	5000	3	0	3620	154	0	66232	149	0	62612	0	0	42	0	0	42	0	0	0	12	0	5000	2	0	723	0	0	227	3	0	149	1	0	0	0	0	0	0	0	0	2	0	12	2	0
ACO2	ACO2	mRNA	9	0	5000	2	0	2741	62	0	59865	64	0	57124	0	0	34	0	0	34	0	0	0	7	0	5000	0	0	376	0	0	22	9	0	64	0	0	0	0	0	0	0	0	0	2	0	7	0	0
ACOT1	ACOT1	mRNA	2	0	5000	0	0	1603	0	0	6571	0	0	4968	0	0	4	0	0	4	0	0	0	6	0	5000	0	0	139	0	0	198	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ACOT11	ACOT11	mRNA	27	0	10000	5	0	3391	297	0	86611	292	0	83220	0	0	34	0	0	32	2	0	0	16	0	5000	3	0	1235	0	0	176	27	0	292	3	0	0	0	2	0	0	0	0	2	0	16	3	0
ACOT12	ACOT12	mRNA	11	0	5000	1	0	1989	0	0	64042	0	0	62053	0	0	28	0	0	28	0	0	0	21	0	5000	0	0	266	0	0	55	11	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0
ACOT13	ACOT13	mRNA	14	0	5000	1	0	4393	101	0	38033	107	0	33640	0	0	6	0	0	6	0	0	0	12	0	5000	10	0	3452	4	0	587	14	0	107	0	0	0	0	0	0	0	0	0	1	0	12	10	4
ACOT2	ACOT2	mRNA	10	0	5000	2	0	2289	15	0	8039	13	0	5750	0	0	6	0	0	8	0	0	0	14	0	6439	1	0	145	0	0	182	10	2	13	0	0	0	0	0	0	0	0	0	0	0	14	1	0
ACOT4	ACOT4	mRNA	14	0	5000	2	0	1632	10	0	4061	7	0	2429	0	0	4	0	0	4	0	0	0	19	0	5000	1	0	112	0	0	254	14	0	7	1	0	0	0	0	0	0	0	0	1	0	19	1	0
ACOT6	ACOT6	mRNA	11	0	5000	0	0	1004	8	0	3045	7	0	2041	0	0	2	0	0	2	0	0	0	10	0	5000	0	0	49	1	0	331	11	0	7	0	0	0	0	0	0	0	0	0	0	0	10	0	1
ACOT7	ACOT7	mRNA	5	0	5000	2	0	2389	395	0	129495	393	0	127106	0	0	16	0	0	22	1	0	0	47	0	16760	0	0	325	0	0	675	5	0	393	0	0	0	0	1	0	0	0	0	2	0	47	0	0
ACOT8	ACOT8	mRNA	9	0	5000	0	0	1171	40	0	15689	40	0	14518	0	0	10	0	0	10	1	0	0	11	0	5000	0	0	117	0	0	94	9	0	40	0	0	0	0	1	0	0	0	0	0	0	11	0	0
ACOT9	ACOT9	mRNA	7	0	5000	1	0	1727	135	0	39631	134	0	37904	0	0	30	0	0	30	1	0	0	11	0	5000	0	0	234	0	0	146	7	0	134	1	0	0	0	1	0	0	0	0	0	0	11	0	0
ACOX1	ACOX1	mRNA	14	0	5000	4	0	7919	106	0	37927	93	0	30008	0	0	28	0	0	30	0	0	0	10	0	5000	9	0	5240	1	0	649	14	0	93	3	0	0	0	0	0	0	0	0	1	0	10	9	1
ACOX2	ACOX2	mRNA	2	0	5000	5	0	2309	67	0	32067	61	0	29758	0	0	28	0	0	28	0	0	0	22	0	5000	0	0	88	1	0	175	2	0	61	2	0	0	0	0	0	0	0	0	3	0	22	0	1
ACOX3	ACOX3	mRNA	25	0	5000	4	0	2874	279	0	74444	271	0	71570	0	0	34	0	0	34	2	0	0	13	0	5000	5	0	839	0	0	92	25	0	271	2	0	0	0	2	0	0	0	0	2	0	13	5	0
ACOXL	ACOXL	mRNA	9	0	5000	1	0	2373	902	0	385650	901	0	383277	0	0	34	0	0	34	0	0	0	3	0	5000	0	0	406	0	0	224	9	0	901	1	0	0	0	0	0	0	0	0	0	0	3	0	0
ACP1	ACP1	mRNA	25	0	10000	3	0	1882	28	0	13414	27	0	11532	0	0	12	0	0	14	0	0	0	8	0	5000	2	0	1201	0	0	96	25	3	27	2	0	0	0	0	0	0	0	0	1	0	8	2	0
ACP2	ACP2	mRNA	14	0	10000	1	0	2312	19	0	9605	16	0	7293	0	0	20	0	0	20	0	0	0	7	0	5000	2	0	944	0	0	117	14	0	16	1	0	0	0	0	0	0	0	0	0	0	7	2	0
ACP5	ACP5	mRNA	13	0	5000	3	0	1810	8	0	4327	4	0	2517	0	0	12	0	0	12	0	0	0	8	0	6248	0	0	350	1	0	482	13	0	4	2	0	0	0	0	1	0	0	0	1	0	8	0	1
ACP6	ACP6	mRNA	9	0	5000	4	0	1808	47	0	23467	42	0	21659	0	0	18	0	0	18	0	0	0	13	0	5000	0	0	57	1	0	464	9	0	42	2	0	0	0	0	0	0	0	0	2	0	13	0	1
ACPP	ACPP	mRNA	11	0	10000	3	0	3818	151	0	50936	148	0	47118	0	0	20	0	0	20	1	0	0	23	0	5000	4	0	2448	0	0	90	11	0	148	0	0	0	0	1	0	0	0	0	3	0	23	4	0
ACPT	ACPT	mRNA	2	0	5000	2	0	1347	18	0	4810	16	0	3463	0	0	20	0	0	20	0	0	0	19	0	5000	0	0	66	0	0	0	2	0	16	2	0	0	0	0	0	0	0	0	0	0	19	0	0
ACR	ACR	mRNA	12	0	5000	1	0	1370	7	0	7076	6	0	5706	0	0	8	0	0	8	0	0	0	10	0	5000	0	0	92	0	0	12	12	0	6	1	0	0	0	0	0	0	0	0	0	0	10	0	0
ACRBP	ACRBP	mRNA	15	0	5000	2	0	1886	15	0	9339	19	0	7453	0	0	18	0	0	18	0	0	0	13	0	5000	1	0	206	0	0	48	15	0	19	1	0	0	0	0	0	0	0	0	1	0	13	1	0
ACRC	ACRC	mRNA	1	0	5000	0	0	3178	0	0	35560	0	0	32382	0	0	24	0	0	24	0	0	0	0	0	5000	0	0	601	0	0	501	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRV1	ACRV1	mRNA	12	0	5000	1	0	1175	10	0	8565	8	0	7390	0	0	10	0	0	10	0	0	0	9	0	5000	0	0	259	1	0	118	12	0	8	1	0	0	0	0	1	0	0	0	0	0	9	0	1
ACSBG1	ACSBG1	mRNA	11	0	5000	6	0	2980	173	0	63863	166	0	60883	0	0	28	0	0	26	0	0	0	17	0	5000	1	0	599	0	0	206	11	0	166	2	0	0	0	0	0	0	0	0	4	0	17	1	0
ACSBG2	ACSBG2	mRNA	40	0	5000	13	0	2789	257	0	57471	243	0	54682	0	0	32	0	0	34	3	0	0	7	0	5000	5	0	471	2	0	757	40	0	243	8	0	0	0	3	0	0	0	0	5	0	7	5	2
ACSF2	ACSF2	mRNA	7	0	5000	3	0	2424	98	0	48688	97	0	46264	0	0	34	0	0	38	1	0	0	14	0	10000	1	0	293	0	0	501	7	1	97	1	0	0	0	1	0	0	0	0	1	0	14	1	0
ACSF3	ACSF3	mRNA	8	0	5000	3	0	4296	189	0	62038	187	0	57742	0	0	24	0	0	26	0	0	0	12	0	10000	1	0	1639	0	0	510	8	3	187	1	0	0	0	0	0	0	0	0	1	0	12	1	0
ACSL1	ACSL1	mRNA	12	0	5000	6	0	4743	224	0	70520	212	0	65777	0	0	44	0	0	50	2	0	0	65	0	16471	6	0	1530	1	0	1551	12	0	212	1	0	0	0	2	1	0	0	0	5	0	65	6	1
ACSL3	ACSL3	mRNA	10	0	5000	1	0	4361	215	0	82388	210	0	78027	0	0	32	0	0	32	0	0	0	10	0	5000	4	0	1747	1	0	451	10	0	210	0	0	0	0	0	1	0	0	0	1	0	10	4	1
ACSL4	ACSL4	mRNA	2	0	5000	0	0	5335	55	0	92058	53	0	86723	0	0	34	0	0	32	0	0	0	2	0	5000	2	0	2694	0	0	514	2	0	53	0	0	0	0	0	0	0	0	0	0	0	2	2	0
ACSL5	ACSL5	mRNA	7	0	5000	0	0	3744	94	0	54223	93	0	50479	0	0	40	0	0	44	1	0	0	13	0	7040	1	0	1022	1	0	531	7	0	93	0	0	0	0	1	1	0	0	0	0	0	13	1	1
ACSL6	ACSL6	mRNA	9	0	5000	0	0	6915	96	0	62095	91	0	55180	0	0	44	0	0	48	0	0	0	4	0	5406	5	0	4260	0	0	428	9	0	91	0	0	0	0	0	0	0	0	0	0	0	4	5	0
ACSM1	ACSM1	mRNA	9	0	5000	6	0	2051	152	0	68020	145	0	65969	0	0	24	0	0	24	1	0	0	15	0	5000	1	0	249	0	0	68	9	0	145	2	0	0	0	1	0	0	0	0	4	0	15	1	0
ACSM2A	ACSM2A	mRNA	7	0	5000	1	0	2964	82	0	36133	79	0	33169	0	0	28	0	0	28	0	0	0	0	0	5000	2	0	991	0	0	239	7	0	79	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ACSM2B	ACSM2B	mRNA	3	0	5000	3	0	2441	104	0	39613	99	0	37172	0	0	28	0	0	28	1	0	0	0	0	5000	2	0	497	0	0	210	3	0	99	2	0	0	0	1	0	0	0	0	1	0	0	2	0
ACSM3	ACSM3	mRNA	18	0	10000	3	0	2291	65	0	33168	62	0	30877	0	0	26	0	0	26	1	0	0	15	0	5000	0	0	250	0	0	187	18	0	62	2	0	0	0	1	0	0	0	0	1	0	15	0	0
ACSM4	ACSM4	mRNA	9	0	5000	4	0	1743	55	0	24042	51	0	22299	0	0	24	0	0	24	1	0	0	11	0	5000	0	0	0	0	0	0	9	0	51	2	0	0	0	1	0	0	1	0	1	0	11	0	0
ACSM5	ACSM5	mRNA	2	0	5000	6	0	2419	136	0	31426	127	0	29007	0	0	26	0	0	26	0	0	0	1	0	5000	1	0	532	2	0	147	2	0	127	4	0	0	0	0	0	0	0	0	2	0	1	1	2
